Time_s,Tink_temp,Tqe,N,Gear,Vxx,TCOOL,Qa,P_int,P_ext,N_t,VVT_ex_crk,VVT_in_crk,Ign_angle_crk,VSP,CO,CO2,Nox,HC
10.8,42.857611,0.329034,743.5,0,4.55,83.25,60.807827,303.0,1.110511,4536.144531,0.0,0.1,3.0,0.018976521177883204,20.4872767766623,314.332678304405,73.616451,3928.96506697863
10.9,42.857611,0.329034,693.0,0,4.83,83.25,65.491875,315.0,1.110511,4536.144531,0.0,0.12,18.0,0.017687598085101626,20.1608742214975,311.76426470414,73.690145,3907.98124275371
11.0,42.857611,0.453231,693.0,0,4.83,83.25,65.491875,315.0,7.741982,4684.531986,0.0,0.12,18.0,0.02436394952408777,20.1658726269233,311.485153635086,73.677866,3891.10139826071
11.1,42.857611,0.453231,664.5,0,8.94,83.25,125.494301,465.0,7.74198200000035,4684.53198600002,0.0,0.16,9.75,0.02336196891595429,36.0356186979017,555.545168740504,73.739342,3889.00496143732
11.2,42.857611,0.616619,664.500000000001,0,8.94000000000015,83.25,125.494301000002,465.000000000008,27.2752790000003,5900.78386800006,3.55271367880045e-16,0.160000000000001,9.74999999999995,0.0317838671913149,37.0061186268741,557.490113040214,74.0348610000001,3947.82557240835
11.3,42.857611,0.555278,742.0,0,17.610001,83.25,248.69957,899.0,44.139571,9145.347965,0.02,0.2,6.75,0.03196018039113641,85.1807989491739,1262.2203510376,78.788892,4052.95967845966
11.4,42.857611,0.460994,1041.0,0,19.33,83.25,271.293213,925.0,63.876408,14394.06242,0.02,0.2,8.625,0.03722552675710324,140.616548014258,2035.09319700723,170.9168,4210.68951346515
11.5,42.857611,0.298742,1329.25,0,19.530001,83.25,275.595734,925.0,82.877873,20889.75766,0.42,0.18,11.25,0.030803339511000276,168.855352634334,2383.79021314745,492.571776,4314.27708869269
11.6,42.857611,0.708253,1329.25000000001,0,19.5300009999999,83.25,275.595733999998,924.999999999995,80.8293389999997,26468.0774500001,0.419999999999996,0.180000000000058,11.2500000000001,0.07302808985239653,172.812050635281,2392.91792381323,848.814560000002,4356.36054865419
11.7,42.859677,9.431243,1873.5,0,12.99,83.25,183.504425,637.0,63.2066940000001,29415.86781,0.22,3.44,14.625,1.3706213159278586,160.995340455099,2203.08503178501,987.510498000002,4339.25909336511
11.8,42.859677,48.845845,1873.5,0,12.99,83.25,183.504425,637.0,68.37399,31190.47763,0.22,3.44,14.625,7.098656704265619,160.250411476224,2206.74948966081,1116.278748,4277.1790993367
11.9,42.859677,1.435831,2056.0,0,12.01,83.25,169.791397,568.0,80.881865,34398.27483,9.06,10.9,16.5,0.22899251421212782,161.384997026348,2242.85527311138,1254.577454,4196.14920277809
12.0,42.859677,1.435831,2056.0,0,12.01,83.25,169.791397,568.0,80.881865,34398.27483,9.06,10.9,16.5,0.22899251421212782,153.187528135651,2257.78115060745,1327.534509,4099.8749820351
12.1,42.859677,20.975184,2194.5,0,12.83,83.25,181.194183,609.0,98.8229520000001,36801.8905200001,16.280001,17.24,20.25,3.5705590013534727,172.241041832658,2635.15380681934,1365.664691,3982.18621117663
12.2,42.859677,32.667558,2194.5,0,12.83,83.25,181.194183,609.000000000001,102.667236,39710.8119700001,16.2800010000001,17.2400000000001,20.25,5.560925866926205,154.088109121243,2648.03646602437,1431.827826,3873.80381479715
