Time_s,Tink_temp,Tqe,N,Gear,Vxx,TCOOL,Qa,P_int,P_ext,N_t,VVT_ex_crk,VVT_in_crk,Ign_angle_crk,VSP,CO,CO2,Nox,HC
729.6,26.843897,107.4965253,1940.175,3,26.4660003,74.25,377.3116122,1160.2,321.8754947,,34.8960007,36.2379987,12.675,16.178199258991697,5.09337341294402,5653.39788426898,4048.6667853,4565.24150876031
729.7,26.821418,108.0051691,2015.25,3,29.700001,74.25,428.897583,1219.0,318.777415999985,,34.98,40.759998,11.625,16.883726971282208,19.4329978742448,6520.92234061545,4109.34321010003,3079.7748116766
729.8,26.768967,107.3055907,2015.25,3,29.700001,74.25,428.897583,1219.0,307.769169900005,,34.98,40.759998,11.625,16.774366550859455,27.3798397208182,6498.35466144878,4141.16162500002,2373.16213006195
729.9,26.768967,105.3386252,2015.25,3,29.700001,74.25,428.897583,1219.0,312.080284499999,,34.98,40.759998,11.625,16.466883967010318,34.2091239604232,6503.16296378566,4162.34321490002,1736.41107388142
730.0,26.768967,104.9072265,2015.25,3,29.700001,74.25,428.897583,1219.0,312.675475199999,,34.98,40.759998,11.625,16.39944628854307,44.1473529437045,6507.4224979518,4201.23358519997,1306.10774847295
730.1,26.768967,104.0766156,2015.25,3,29.700001,74.25,428.897583,1219.0,313.9771477,,34.98,40.759998,11.625,16.269602432255166,61.872642681293,6518.15803491803,4262.9722863,1175.67450206163
730.2,26.768967,103.3516103,2015.25,3,29.700001,74.25,428.897583,1219.0,309.622699099999,,34.98,40.759998,11.625,16.15626719432226,58.3078965791356,6512.91200255094,4288.042894,1308.11423507349
730.3,26.768967,101.188352,2074.125,3,28.5090007,74.25,407.5078155,1202.79999999996,308.315118,,32.9399999999946,40.393998899999,12.750000000003,16.280221093312527,71.2625740746178,6464.99580121292,4287.966489,1612.65554426863
730.4,26.768967,95.1012776,2211.5,3,25.73,74.25,357.598358,1165.0,278.01847799992,,28.18,39.540001,15.375,16.314288742827017,91.7312937315967,6265.38602747544,4263.95514599995,1988.09345621012
730.5,26.768967,69.7953401,2219.825,3,22.283,74.25,310.6476761,1057.90000000012,194.418582800015,,28.0540000000001,39.3420010000002,16.4999999999987,12.018216284701824,94.2501509100527,5228.84399004062,4110.31491590012,2577.68676865184
730.6,26.768967,37.8685051,2245.925,3,13.148,74.475,185.7658999,773.2,149.3649482,,27.784,38.8200007,19.6875,6.597330789612764,61.6939563892193,2818.11904788122,3903.2527769,3071.80576189375
730.7,26.8017153,19.6009262,2261.5,3,10.6,75.0,149.995468,692.0,105.891707799977,,27.84,38.68,21.0,3.4384921331230935,56.8472702528307,2224.92902895677,4011.28429320005,2587.96742518051
730.8,26.878128,5.3016338,2268.175,3,9.463,74.775,134.0040046,652.099999999894,78.0290192999795,,27.7139999999997,38.6079996999998,22.0125000000027,0.9327841012225444,57.2542583487894,1981.10538367863,3573.27026009872,2945.56260674807
730.9,26.878128,-3.9723689,2283.75,3,6.81,74.25,96.69059,559.0,56.5135033999908,,27.42,38.439999,24.375,-0.7037088015495776,44.9522246756706,1408.78482379638,2182.06076959929,3171.14373100376
731.0,26.878128,-2.0775411,2283.75,3,6.81,74.25,96.69059,559.0,48.3886370000001,,27.42,38.439999,24.375,-0.36803831528612335,43.8183702271294,1403.44958379933,1456.27364490011,3354.00048899965
731.1,26.878128,-2.4250673,2283.75,3,6.81,74.25,96.69059,559.0,47.9809002,,27.42,38.439999,24.375,-0.4296029010196082,40.0818352872078,1395.18531252899,1159.2769045,3638.5038669868
731.2,26.878128,1.0979989,2283.75,3,6.81,74.25,96.69059,559.0,43.9485054999908,,27.42,38.439999,24.375,0.1945115142810011,54.5863269482613,1369.9514252268,961.698670399855,4232.18364216907
731.3,26.878128,2.287721,2295.825,3,6.351,74.475,90.15412069999999,526.599999999914,39.8110585000104,,28.2660000000022,36.4659995999948,25.9500000000042,0.40741469456757107,57.1077341481872,1338.85098395156,798.407225899904,5293.19232978994
731.4,26.878128,2.0899327,2324.0,3,5.28,75.0,74.902359,451.0,46.1299976999925,,30.24,31.860001,29.625,0.37675868671315793,47.5841335393051,1275.21257449267,688.005868699931,5805.51240467397
731.5,26.878128,2.7295502,2324.0,3,5.28,75.0,74.902359,451.0,37.4158493000024,,30.24,31.860001,29.625,0.4920645285226828,51.6779848510206,1265.85531594732,609.67020880002,6992.47722465467
731.6,26.878128,7.3425266,2324.0,3,5.28,75.0,74.902359,451.0,32.5962133,,30.24,31.860001,29.625,1.3236601728718005,64.5211404516168,1245.27255108153,558.9546287,12445.784531734
731.7,26.8000293,10.5648296,2329.025,3,5.349,75.0,75.8942733,432.699999999951,32.3174947999981,,29.0219999999968,30.5280006999965,29.625,1.908672852675671,62.505510509098,1216.80805933506,531.09292229999,12888.8684375921
731.8,26.617799,11.5756962,2340.75,3,5.51,75.0,78.20874,390.0,31.8782421000032,,26.18,27.42,29.625,2.1018271704725335,62.2700847143071,1143.66882251105,538.265394000043,13213.8383478175
731.9,26.617799,11.2015324,2340.75,3,5.51,75.0,78.20874,390.0,33.196001099996,,26.18,27.42,29.625,2.033889343886583,61.5910349278155,1152.42578136123,540.792586199907,13186.896841715
732.0,26.617799,10.6276484,2340.75,3,5.51,75.0,78.20874,390.0,30.1031744999995,,26.18,27.42,29.625,1.9296878372938773,62.3606676343347,1164.12731053796,457.465418800002,12872.293578865
732.1,26.617799,10.016827,2340.75,3,5.51,75.0,78.20874,390.0,31.063753,,26.18,27.42,29.625,1.8187795176002355,85.7113854242916,1187.98930950198,452.9091664,12401.5400239291
732.2,26.617799,9.7376095,2341.2,3,5.423,75.0,76.9752042,370.799999999949,31.9008943000022,,24.7340002999962,25.523999999995,29.625,1.768421227155104,79.4537673062641,1158.37279248414,442.867982599981,11918.8929336977
732.3,26.617799,8.9611472,2342.25,3,5.22,75.0,74.096954,326.0,33.8227080999999,,21.360001,21.1,29.625,1.6281398585510147,73.7799280503512,1075.29285656661,419.675763499983,11451.5707923796
732.4,26.617799,8.4793137,2342.25,3,5.22,75.0,74.096954,326.0,33.1040797999983,,21.360001,21.1,29.625,1.540596120118157,75.725048306313,1079.80167084463,401.24766899999,11043.9445918678
732.5,26.617799,8.0957776,2342.25,3,5.22,75.0,74.096954,326.0,31.3142390000003,,21.360001,21.1,29.625,1.4709119158900188,78.3225099648961,1083.80492821869,389.546181100004,10614.7978870384
732.6,26.617799,7.7408297,2341.575,3,5.151,75.0,73.1368313,318.8,31.3493659,,20.4420004,20.2780003,29.7375,1.406016557807823,81.2226401125688,1089.80120997784,380.6254337,10044.5336212281
