Time_s,Tink_temp,Tqe,N,Gear,Vxx,TCOOL,Qa,P_int,Ign_angle_crk,VVT_in_crk,VVT_ex_crk,N_t,P_ext,VSP,CO,CO2,Nox,HC
150.0,39.755263,80.8787901,1455.5,3,26.85,23.25,299.694214,984.0,9.75,10.5,10.34,32545.24273,91.9353123,9.131491203557246,193.2832514,3689.163656,1140.443189,5577.156535
150.1,39.755263,80.90030482,1455.5,3,26.85,23.25,299.694214,984.0,9.75,10.5,10.34,34988.93606,95.405674,9.133920288811662,221.8458818,3693.118616,1225.52004,5307.685497
150.2,39.755263,82.47585922,1455.5,3,26.85,23.25,299.694214,984.0,9.75,20.29555556,19.03333422,37319.01458,96.7802265,9.311805753301641,238.4284913,3697.601235,1328.479651,5503.488303
150.3,39.755263,83.3197499,1455.5,3,26.85,23.25,299.694214,984.0,9.75,21.52,20.120001,39427.95638,99.86454727,9.407083888788783,288.3596332,3699.690437,1392.801271,5956.50085
150.4,39.755263,83.207366,1546.166667,3,27.16999911,23.25,303.2549233,1010.666667,9.75,21.52,20.120001,41723.60108,106.034158,9.979595305576192,289.0118143,4083.142492,1467.451949,5755.527968
150.5,39.755263,85.5778209,1557.5,3,27.209999,23.25,303.700012,1014.0,11.775,27.0279991,24.9620001,42760.8988,89.2196921,10.339133154267909,271.6858449,4121.014034,1599.417679,5544.131794
150.6,39.73258382,86.64479636,1557.5,3,27.209999,23.25,303.700012,1014.0,12.0,27.639999,25.5,41405.13538,73.4266115,10.46804040193161,240.0159077,4126.576483,1717.766254,5272.65278
150.7,39.727544,71.42638333,1557.5,3,27.209999,23.25,303.700012,1014.0,14.33333333,29.47111189,26.56666756,38337.95126,51.9974369,8.629419167375076,244.7881366,4067.095835,1704.193016,5242.746773
150.8,39.727544,33.5274001,1568.075,3,14.1149999,23.25,150.6016438,689.1,14.625,29.700001,26.700001,34484.81237,36.9613949,4.078134616824684,113.8854966,2061.048088,1512.218538,5171.254023
150.9,39.727544,29.530242,1569.25,3,12.66,23.25,133.590714,653.0,14.625,29.700001,26.700001,30548.20914,29.8072837,3.5946283305731783,95.63039448,1827.97304,1285.283808,5054.249405
151.0,39.727544,13.896522,1570.825,3,10.653,23.25,118.5784458,605.3,20.76136364,32.46545636,29.20363655,26826.0722,22.2273801,1.693279978708518,71.7785386,1513.363205,1105.918445,4914.510801
151.1,39.727544,-0.2916175556,1571.0,3,10.43,23.25,116.910416,600.0,22.125,33.080002,29.76,23592.16985,18.1555907,-0.03553732219727517,77.98496751,1524.66663,936.7393668,4594.718538
151.2,39.727544,-7.220533455,1571.0,3,10.43,23.25,116.910416,600.0,22.125,33.080002,29.76,20758.02105,9.6518775,-0.879914185202571,70.91994772,1487.92845,772.708478,4858.733614
151.3,39.727544,-4.011425111,1532.3,3,5.894,23.25,64.4342537,457.8,22.125,33.080002,29.76,18342.87666,12.5119457,-0.47680120012111504,30.00752624,831.6649557,654.3006615,5486.548351
151.4,39.727544,-2.021857182,1528.0,3,5.39,23.25,58.603569,442.0,20.28409091,33.14545491,30.3,15095.42306,9.1335065,-0.23964516916337414,27.76487837,734.1136643,580.4879618,6473.866664
151.5,39.727544,-5.2839042,1528.0,3,5.39,23.25,58.603569,442.0,19.875,33.16,30.42,14760.96029,8.711653,-0.626286627525041,31.45295328,725.7432496,472.6355978,8005.041982
151.6,39.76186844,-6.179036,1528.0,3,5.39,23.25,58.603569,442.0,19.875,33.16,30.42,13441.30972,7.6332181,-0.7323841370545324,38.57837768,791.0920987,390.6316285,10041.54795
151.7,39.766159,-6.272132,1525.3,3,5.372,23.25,55.0937157,373.6,19.875,33.16,30.42,12407.5874,10.8727905,-0.7421049175506391,46.76670499,824.6072132,322.487337,12512.84119
151.8,39.766159,-6.7946088,1525.0,3,5.37,23.25,54.703732,366.0,21.675,28.248,26.292,11309.65141,10.6521785,-0.8037651101826483,50.60315436,790.9507992,266.3048454,15451.52777
151.9,39.766159,-2.5478456,1525.0,3,5.37,23.25,54.703732,366.0,22.125,27.02,25.26,10407.48185,7.9418111,-0.30139621863327515,77.65965656,667.8137358,222.9540641,10789.11603
152.0,39.766159,1.5535158,1478.65,3,5.271,23.25,56.0580781,312.0,22.125,27.02,25.26,9614.252347,11.084209,0.17818695720049618,54.86384738,583.7283717,190.966144,23405.15415
152.1,39.766159,-18.8219398,1473.5,3,5.26,23.25,56.208561,306.0,20.025,24.3159992,23.452,9001.924242,7.0902245,-2.1513415729933647,88.19349137,493.5672686,165.3577575,27500.77514
152.2,39.766159,-24.103823,1473.5,3,5.26,23.25,56.208561,306.0,19.5,23.639999,23.0,8522.094332,6.9349434,-2.7550590979986906,103.4819125,491.3665897,143.2800163,28658.06605
152.3,39.766159,-27.18671811,1473.5,3,5.26,23.25,56.208561,306.0,11.83333333,20.582223,20.22666578,7986.087296,6.392607,-3.1074330023781402,115.1229588,504.1525314,132.790111,30595.37746
152.4,39.766159,-27.3742537,1502.3,3,5.278,23.25,54.7588356,271.8,10.875,20.200001,19.879999,7684.479928,8.9283242,-3.190022928816644,122.8556785,461.1621837,125.5008889,33225.06738
152.5,39.766159,-30.7096996,1505.5,3,5.28,23.25,54.597755,268.0,10.2,2.4880001,2.2759999,7650.862945,14.3493881,-3.5863376667303535,132.0662842,463.2437492,111.5612997,36020.32847
152.6,39.5838001,-22.2199187,1505.5,3,5.28,23.25,54.597755,268.0,10.125,0.52,0.32,7239.370068,7.0958057,-2.594884757045821,142.6173524,469.8244058,96.8156981,39012.33404
152.7,39.563538,-15.0889097,1548.25,3,4.272,23.25,43.610384,199.6,10.125,0.52,0.32,6713.894614,3.8450713,-1.812148557425859,114.4408538,363.9227469,86.4934944,41999.25758
152.8,39.563538,-17.12748091,1553.0,3,4.16,23.25,42.389565,192.0,20.55681818,0.2581818182,0.05818181818,6336.990467,3.813884,-2.0632877386840733,115.2436713,360.1629835,77.8047525,44241.84699
152.9,39.563538,-27.649136,1553.0,3,4.16,23.25,42.389565,192.0,22.875,0.2,0.0,6108.39499,8.4903845,-3.330794738220987,115.0508292,371.554389,69.0805459,45334.09713
153.0,39.563538,-54.27270267,1486.727273,3,4.34,23.86363636,44.19304555,199.3636364,22.875,0.2,0.0,5908.85385,6.339901818,-6.259038268874415,95.47128174,379.7285407,62.17815227,31967.29225
153.1,39.563538,-45.64158045,1472.0,3,4.38,24.0,44.593819,201.0,22.875,0.2,0.0,5670.134019,6.298716,-5.211507102528463,105.5510602,388.2100361,56.797007,25952.39868
153.2,39.563538,-8.146057,1472.0,3,4.38,24.0,44.593819,201.0,22.875,0.2,0.0,5672.897498,3.5607721,-0.9301438183020173,110.4139491,399.0242381,54.8394677,24185.1195
153.3,39.563538,8.337782222,1688.45,2,4.164,24.0,42.6099904,193.8,22.875,0.2,0.0,5753.499464,5.6244073,1.092027565836599,132.283775,500.3212707,54.3923586,24160.79042
153.4,39.563538,9.637580857,1712.5,2,4.14,24.0,42.389565,193.0,21.42857143,0.5,0.1028571429,5792.605469,3.9235333,1.2802461083227927,122.6925226,514.1847085,54.7796977,24778.07403
153.5,39.563538,10.00442181,1712.5,2,4.14,24.0,42.389565,193.0,19.82142857,0.8333333333,0.2171428571,5795.99343,3.70522,1.3289768748315438,114.1098504,482.4436338,54.035793,25565.7978
153.6,39.7495052,14.0221244,1712.5,2,4.14,24.0,42.389565,193.0,19.5,0.9,0.24,5817.503045,7.191667,1.8626842627711169,105.4498312,533.397235,53.1387532,26333.31012
153.7,39.795997,15.008208,1712.5,2,4.14,24.0,42.389565,193.0,15.5,3.317777778,4.4,5694.617219,6.8965332,1.9936745714504986,106.6621857,507.8425462,52.4207175,27012.82995
153.8,39.795997,15.9129951,1712.5,2,4.14,24.0,42.389565,193.0,15.0,3.62,4.92,5680.697688,6.820698,2.1138655385430685,97.28126766,549.6788497,52.4841386,27588.7436
153.9,39.795997,16.80089773,1579.525,2,4.266,24.0,43.4768541,195.7,15.0,3.62,4.92,5598.441137,6.891609,2.0585140796292736,90.1434544,527.0972968,52.6512128,28066.20394
154.0,39.795997,17.7360498,1564.75,2,4.28,24.0,43.597664,196.0,16.2,5.684,5.736,5494.044651,5.862418,2.1527654226230895,89.69535597,520.0979426,53.0926107,28457.43689
154.1,39.795997,17.6381686,1564.75,2,4.28,24.0,43.597664,196.0,16.5,6.2,5.94,5396.949354,6.6985744,2.1408848029100764,90.72703214,514.8163501,53.3529976,3829.53682
154.2,39.795997,17.566187,1564.75,2,4.28,24.0,43.597664,196.0,16.5,6.2,5.94,5259.933892,6.9431504,2.132147823633829,91.450182,514.4185558,53.9308253,29256.45171
154.3,39.795997,18.6988086,1564.75,2,4.28,24.0,43.597664,196.0,16.5,6.2,5.94,5119.793101,4.4353382,2.2696231151948645,92.1726466,511.0806336,54.3790234,16042.55922
154.4,39.795997,19.39636,1451.35,2,4.532,24.0,46.2109814,204.1,17.4,7.512,7.86,4788.823417,3.5699636,2.183671182549789,91.73465565,500.2849892,54.7096337,21664.91443
154.5,39.795997,19.63677856,1438.75,2,4.56,24.0,46.50135,205.0,17.625,8.16,8.393333333,4608.946305,1.6908284,2.1915451825052363,93.00707245,495.3526974,54.7092085,3162.670224
154.6,40.08756591,20.416622,1438.75,2,4.56,24.0,46.50135,205.0,17.625,8.2,8.4,4592.873186,1.489258,2.278578915091174,93.92390304,494.3308189,54.9037495,4836.978551
154.7,40.152359,20.18912533,1344.045455,2,4.576363636,24.0,46.58805518,206.6363636,17.625,8.2,8.4,4407.43065,2.856439,2.1048750009406985,89.47600405,461.4753116,54.85648218,8487.605308
154.8,40.152359,19.746822,1323.0,2,4.58,24.0,46.607323,207.0,19.46590909,8.445454545,8.547272727,4188.0512,2.338217,2.0265247169468803,88.61502659,454.95825,55.0680276,9585.088161
154.9,40.152359,19.65956,1274.8,2,4.708,24.0,47.8790118,211.8,19.875,8.5,8.58,3870.790947,1.003387,1.94406462597225,88.36035789,445.5818031,54.8707214,17061.00046
155.0,40.152359,19.0260008,1262.75,2,4.74,24.0,48.196934,213.0,19.875,8.5,8.58,3485.14115,1.6770394,1.8636301905168626,85.91629363,447.8472696,54.4533166,15704.17295
155.1,40.152359,18.867611,1262.75,2,4.74,24.0,48.196934,213.0,19.875,8.5,8.58,3085.711894,1.775964778,1.8481156314535665,83.66335063,450.5002295,53.75728922,11291.4457
155.2,40.152359,16.9841998,1262.75,2,4.74,24.0,48.196934,213.0,19.875,8.5,8.58,2715.259778,0.9400275,1.663632196896074,85.42814824,447.9087129,53.0454581,12895.22096
155.3,40.152359,4.687141667,1262.75,2,4.74,24.0,48.196934,213.0,7.875,8.66,8.846666667,2437.683325,0.0,0.45911375751917,75.46094368,460.5766848,52.4780193,15128.86804
155.4,40.152359,-1.7313402,1114.475,2,5.505,24.0,56.7426698,249.0,6.375,8.68,8.88,2176.678995,0.0,-0.1496744232427901,75.16776459,490.205444,51.5685212,17536.97339
155.5,40.152359,0.4252797273,1098.0,2,5.59,24.0,57.692196,253.0,6.375,8.68,8.88,1966.047607,2.0204314,0.03622195363883884,69.26147441,500.073263,50.4409543,17206.29115
155.6,40.32187278,-1.819939,1098.0,2,5.59,24.0,57.692196,253.0,6.375,8.68,8.88,1794.02322,0.0,-0.15500796734901107,63.01951373,506.9488263,49.4498968,16573.22025
155.7,40.343062,-2.6358061,1098.0,2,5.59,24.0,57.692196,253.0,6.375,8.68,8.88,1683.930001,3.394239182,-0.22449705505905643,57.80497873,511.9157621,48.82565655,14715.62355
155.8,40.343062,-2.466806909,1062.0,2,5.687777778,24.0,59.38777644,261.0,-1.909090909,1.692727273,1.614545455,1590.602559,0.0,-0.2032144201445323,70.69845419,520.1881806,48.57535267,15603.92491
155.9,40.343062,-3.1664096,1057.5,2,5.7,24.0,59.599724,262.0,-3.75,0.14,0.0,1538.336009,2.587539455,-0.25974208303775626,62.38098642,532.5210821,48.82986264,13118.95408
156.0,40.343062,-4.4660166,1057.5,2,5.7,24.0,59.599724,262.0,-3.75,0.172,0.0,1484.615694,0.0,-0.3663494623579961,51.27116006,539.0913712,48.7161722,12295.5471
156.1,40.343062,-40.0536864,1057.5,2,5.7,24.0,59.599724,262.0,-3.75,0.18,0.0,1442.279311,3.2712196,-3.28562291463399,26.80377025,545.1349372,48.9834482,11644.37928
156.2,40.343062,-48.881074,1037.055556,2,5.78,24.0,60.84315244,268.2222222,-3.75,0.18,0.0,1465.968776,0.311788,-3.9322182235369687,26.95457278,546.8638804,49.44590256,10566.03544
156.3,40.343062,-57.2330708,1034.5,2,5.79,24.0,60.998581,269.0,-3.75,0.18,0.0,1483.381321,0.5519879,-4.592745631781455,32.97346847,525.7737265,49.8570562,9673.676478
156.4,40.343062,-63.0214068,1034.5,2,5.79,24.0,60.998581,269.0,-3.75,0.18,0.0,1522.22469,0.0,-5.057238529116667,34.43983049,512.4252359,49.7854432,8664.629051
156.5,40.343062,-65.9286574,1034.5,2,5.79,24.0,60.998581,269.0,-3.75,0.18,0.0,1842.034857,0.2671205455,-5.290534808820116,35.88638474,490.7710755,48.43827864,7497.168223
156.6,40.4893004,-50.0031342,1181.3,2,5.478,24.0,57.7261082,251.4,-1.35,0.148,0.0,2404.670402,8.1476492,-4.581970410188017,44.20351786,568.7532883,42.9868842,6547.561419
156.7,40.52586,-41.0753608,1218.0,2,5.4,24.0,56.90799,247.0,-0.75,0.14,0.0,2683.271121,0.8740412,-3.880820222483633,56.37256648,618.3085884,41.8947206,6517.437861
156.8,40.52586,-55.362342,1218.0,2,5.4,24.0,56.90799,247.0,-0.75,0.14,0.0,2722.140754,0.0,-5.230661209375304,55.56082061,596.3382543,46.64063622,9697.876761
156.9,40.52586,-59.235494,1218.0,2,5.4,24.0,56.90799,247.0,-0.75,0.14,0.0,2432.480812,0.7061347273,-5.59659850885614,54.34281841,573.3283543,44.92570582,9733.156412
157.0,40.52586,-102.9952044,1218.0,2,5.4,24.0,56.90799,247.0,-0.75,0.14,0.0,2259.697176,0.816918,-9.731037397347835,56.82263673,536.6359956,36.7196128,11534.16378
157.1,40.52586,-42.3946648,1190.4,2,5.264,24.0,53.8559388,236.6,-0.75,0.14,0.0,2395.845944,10.8179654,-3.9147043954721523,52.90595703,488.1733121,36.5536264,21917.64123
157.2,40.52586,-24.509548,1755.944444,2,5.523333333,24.0,57.80287978,242.0,-19.05,0.524,0.4,2952.119416,12.13827722,-3.3384196106819584,77.92015237,721.1072816,43.75717756,25153.80324
157.3,40.52586,-13.1266816,1827.5,2,5.56,24.0,58.391624,243.0,-23.625,0.62,0.5,3508.200297,16.1096825,-1.860832087487553,81.19029418,785.8935501,41.2691193,18421.32772
157.4,40.52586,-0.146893,1827.5,2,5.56,24.0,58.391624,243.0,-23.625,0.62,0.5,4086.858836,18.9077047,-0.020823481223716824,80.21817393,815.1422819,49.5240556,29630.06105
157.5,40.52586,2.377689,1827.5,2,5.56,24.0,58.391624,243.0,-23.625,0.62,0.5,4602.695649,18.9727062,0.3370600521967557,77.58338346,807.5540598,70.8993022,23175.61546
157.6,40.6364496,2.375455,1826.375,1,7.045,24.0,78.6495962,302.4,-23.625,0.62,0.5,5012.586447,19.3233204,0.33653606387336465,93.15733619,1174.31988,116.7680155,29756.6401
157.7,40.664097,3.894907,1826.25,1,7.21,24.0,80.900482,309.0,-23.625,0.62,0.5,5382.92477,19.344003,0.5517624873128453,84.99362781,1251.416877,194.3331279,29242.39347
157.8,40.664097,4.538462,1826.25,1,7.21,24.0,80.900482,309.0,-23.625,0.62,0.5,5721.484541,20.7333291,0.6429301345821173,88.86130401,1187.663636,294.9387692,26170.16985
157.9,40.664097,4.3649266,1826.25,1,7.21,24.0,80.900482,309.0,16.575,7.18,6.964,5995.47488,22.18529909,0.6183466659804717,79.45089674,1223.484517,391.5325151,24240.73747
158.0,40.664097,4.7942788,1855.65,1,7.866,24.6,88.2593076,331.4,26.625,8.82,8.58,6293.262127,22.4026868,0.6901034542606262,75.66305714,1448.183837,496.8030756,22737.76991
158.1,40.664097,5.4959198,1863.0,1,8.03,24.75,90.099014,337.0,26.625,8.82,8.58,6580.097858,21.91513856,0.7942332983463397,43.34173326,1609.325387,607.707078,21988.04568
158.2,40.664097,6.531342,1863.0,1,8.03,24.75,90.099014,337.0,26.625,8.82,8.58,6754.156203,21.3688999,0.9438655380829936,40.51831558,1593.013537,695.8098134,19970.97513
158.3,40.664097,7.2106426,1863.0,1,8.03,24.75,90.099014,337.0,26.625,8.82,8.58,6992.547881,24.913454,1.0420334837117937,42.01270775,1564.481699,775.0558612,16836.78404
158.4,40.664097,6.901322,1863.0,1,8.03,24.75,90.099014,337.0,25.725,12.324,11.972,7269.505974,25.67861055,0.9973325547818505,43.83907376,1547.74605,822.0620185,12620.988
158.5,40.664097,8.5492126,1893.4,1,9.182,24.75,102.9854404,378.6,25.5,13.2,12.82,7660.475302,27.1596192,1.2556347876388434,53.61501931,1797.852484,847.810967,8123.233718
158.6,40.7292722,11.7383274,1901.0,1,9.47,24.75,106.207047,389.0,25.5,13.2,12.82,8188.366985,30.8581418,1.7309446662010282,60.96703812,1856.510681,857.0004912,4066.927775
158.7,40.745566,14.4343624,1901.0,1,9.47,24.75,106.207047,389.0,23.7,13.76,13.62,9115.320282,38.70173633,2.1285044925815133,69.11524976,1843.910599,872.5375053,10236.44826
158.8,40.745566,17.5123428,1901.0,1,9.47,24.75,106.207047,389.0,23.25,13.9,13.82,10369.84659,43.7405965,2.582386342567339,81.67047901,1826.345918,938.4467821,0.0
158.9,40.745566,20.5071334,1901.0,1,9.47,24.75,106.207047,389.0,23.25,13.9,13.82,11917.54105,49.9469328,3.024000947341353,94.23248945,1820.12822,1003.283416,0.0
159.0,40.745566,22.8436012,1979.136364,1,14.01909091,24.75,157.5889797,538.7272727,23.25,13.9,13.82,13768.11316,59.96469355,3.506994926936682,167.2359354,2770.554308,1134.21523,6116.635499
159.1,40.745566,26.4028472,1996.5,1,15.03,24.75,169.007187,572.0,23.25,13.9,13.82,16651.33224,74.77504722,4.088979435233503,205.2688021,2981.914031,1253.97079,0.0
159.2,40.745566,27.183361,1996.5,1,15.03,24.75,169.007187,572.0,23.25,13.9,13.82,19843.69144,92.14344927,4.209856735054258,181.3101096,2980.615283,1290.673397,0.0
159.3,40.745566,24.4634338,1996.5,1,15.03,24.75,169.007187,572.0,23.25,13.9,13.82,23809.23587,104.1142412,3.7886246496702136,212.0044236,2966.593202,1290.164419,2834.965827
159.4,40.745566,36.2098792,1996.5,1,15.03,24.75,169.007187,572.0,23.25,13.9,13.82,28569.87513,125.3763174,5.607783519691368,305.5986198,2932.708827,1241.729164,4198.512438
159.5,40.745566,33.3949852,2145.5,1,19.8459992,24.75,222.9267062,766.4,23.25,13.9,13.82,33361.82073,146.0546928,5.557821873753307,425.7128578,3915.258137,1181.153233,5753.112772
159.6,40.7742876,28.7056156,2275.55,1,21.7060006,24.75,243.7654236,872.6,23.25,13.9,13.82,38542.411,158.1824078,5.0669672460034265,465.9193278,4416.799282,1104.266774,8527.088301
159.7,40.781468,29.9771646,2298.75,1,21.870001,24.75,245.605133,887.0,23.25,13.9,13.82,44028.91674,190.9963786,5.345362275070718,477.2318046,4481.962169,1066.721457,7714.700287
159.8,40.781468,28.0932988,2298.75,1,21.870001,24.75,245.605133,887.0,15.75,29.1479992,25.7240008,49647.47513,217.96218,5.009441739790477,464.4453632,4494.875513,1094.397616,6887.650452
159.9,40.781468,27.49272,2449.95,1,22.470001,24.75,252.6417906,903.0,13.875,32.959999,28.700001,54777.16939,229.734687,5.224801309695899,523.3363931,5081.116652,1190.66588,5217.608723
160.0,40.781468,26.84356,2487.75,1,22.620001,24.75,254.400955,907.0,13.875,32.959999,28.700001,58960.75528,234.6432894,5.180142369804017,519.9772191,5252.260501,1283.467705,5410.535274
160.1,40.781468,27.3476964,2487.75,1,22.620001,24.75,254.400955,907.0,13.875,32.959999,28.700001,62817.99392,255.3984862,5.277428211391364,512.559251,5263.973618,1314.21102,5920.649774
160.2,40.781468,27.5090014,2487.75,1,22.620001,24.75,254.400955,907.0,13.875,32.959999,28.700001,66721.71911,254.8843828,5.308556082097083,475.1098288,5269.456926,1292.727938,5910.575531
160.3,40.781468,25.1379248,2633.35,1,22.5719994,24.75,253.5192534,924.6,13.875,32.959999,28.700001,70078.43255,263.1861992,5.134910252621876,490.8706622,5467.057783,1255.984522,5703.890671
160.4,40.781468,24.5739614,2669.75,1,22.559999,24.75,253.298828,929.0,20.475,37.8079998,27.8200002,72859.18025,267.4616398,5.08909568365678,511.2552749,5547.329893,1230.937507,5459.245286
160.5,40.781468,24.5747192,2831.340909,1,21.373637,24.75,240.0501653,911.0,22.125,39.02,27.6,74815.79445,278.8755126,5.397287811846652,512.1368949,5648.560351,1232.232768,5989.587112
160.6,40.7425216,23.7579682,2867.25,1,21.110001,24.75,237.106018,907.0,22.125,39.02,27.6,76693.71168,286.1140257,5.284083935470417,503.7751945,5667.148792,1241.005915,5485.660456
160.7,40.732785,22.806266,2867.25,1,21.110001,24.75,237.106018,907.0,22.125,39.02,27.6,77793.48143,282.8188836,5.072412875721636,501.1558088,5655.259281,1291.877784,4959.689999
160.8,40.732785,22.8610192,2867.25,1,21.110001,24.75,237.106018,907.0,23.625,40.1719992,26.7679992,78491.35985,280.7569784,5.084590706001567,499.4169497,5662.935381,1347.880752,3988.306166
160.9,40.732785,22.4339008,3063.45,1,19.8699994,24.75,223.1852908,862.2,24.0,39.9479998,26.5440006,78993.35691,280.5941442,5.331021585790471,500.5309465,5669.312396,1340.876633,4016.49163
161.0,40.732785,22.312013,3169.833333,1,19.21333322,24.75,215.786421,842.1111111,24.0,39.82,26.540001,79477.76922,287.68435,5.486179737245405,499.4789886,5642.831666,1284.70553,4129.100659
161.1,40.732785,21.5468338,3177.0,1,19.17,24.75,215.296585,841.0,24.6,39.02,26.268001,80076.81431,290.7259145,5.31001228784282,500.2820121,5649.800984,1221.364409,4122.261622
161.2,40.732785,21.8636894,3177.0,1,19.17,24.75,215.296585,841.0,24.75,38.82,26.200001,80537.58754,296.3008872,5.388098337286975,497.761174,5643.690719,1166.544669,4084.694509
161.3,40.732785,21.015927,3257.4,1,18.826,24.75,211.4645786,830.6,24.75,38.82,26.200001,80622.20796,297.574655,5.310244193789696,497.3536537,5677.547025,1129.120943,4473.779838
161.4,40.732785,20.4579462,3277.5,1,18.74,24.75,210.506577,828.0,24.75,38.82,26.200001,81384.68467,307.176503,5.201152432387395,483.8255744,5692.666201,1134.380659,3904.860659
161.5,40.732785,20.5634008,3277.5,1,18.74,24.75,210.506577,828.0,25.95,38.6759992,25.3840002,81575.30385,309.576965,5.227962819116071,474.7299544,5699.05757,1125.449004,3855.819593
161.6,40.5152066,20.7791942,3277.5,1,18.74,24.75,210.506577,828.0,26.25,38.639999,25.18,82245.33371,304.135217,5.2828253334824025,448.966717,5719.559861,1121.221515,4191.741707
161.7,40.460812,20.307433,3277.5,1,18.74,24.75,210.506577,828.0,26.25,38.639999,25.18,83286.25421,322.0231232,5.162886514165047,428.718168,5719.642287,1151.119073,4098.475759
161.8,40.460812,19.721621,3277.5,1,18.74,24.75,210.506577,828.0,26.25,38.639999,25.18,84911.69129,324.3795938,5.0139518420853175,397.219836,5750.511076,1194.594057,3983.046518
161.9,40.460812,19.5067364,3550.1,1,18.132,24.75,203.6225066,787.2,27.45,38.5600006,25.1960008,85263.46225,323.76569,5.371802676656758,458.5605273,6068.415316,1179.171407,3796.329724
162.0,40.460812,19.3584564,3618.25,1,17.98,24.75,201.901489,777.0,27.75,38.4759994,25.1200002,86061.23701,330.8305084,5.433305750503312,356.5311538,6229.769093,1114.316088,3843.520929
162.1,40.460812,94.4476128,3618.25,1,17.98,24.75,201.901489,777.0,27.75,38.459999,25.1,86886.79839,338.4481682,26.508454349053892,332.9262474,6247.731704,1207.535459,3896.895844
162.2,40.460812,113.227598,3618.25,1,17.98,24.75,201.901489,777.0,27.75,38.459999,25.1,87174.85455,334.4351416,31.779401550274283,330.3715508,6233.605978,1382.755682,3885.963533
162.3,40.460812,120.0016884,3609.65,1,16.916,24.75,189.9815426,749.0,27.75,38.459999,25.1,86121.06488,303.2915106,33.6006206712083,388.971262,6167.665259,1529.434042,3827.336637
162.4,40.460812,121.695211,3607.5,1,16.65,24.75,187.001556,742.0,27.75,38.459999,25.1,82385.57994,238.1395852,34.054513257609514,306.5587092,6206.626567,1636.967955,3752.450186
162.5,40.460812,119.9355374,3411.7,1,12.378,24.75,139.2369992,612.4,33.45,38.9240006,25.3720008,75554.91121,165.337176,31.740485865137458,205.1909263,4111.495863,1545.067748,3674.438974
162.6,40.0830944,117.136463,3234.35,1,9.51,24.75,107.2201584,528.0,34.875,39.040001,25.440001,67485.08862,112.2230208,29.388266548986866,160.1098956,2960.361769,1250.036968,3591.491384
162.7,39.988665,96.4202564,3202.25,1,9.06,24.75,102.201233,515.0,31.875,35.984001,25.584001,59677.16576,77.8582066,23.950708542068327,159.4172904,2783.385521,968.7296664,3533.745253
162.8,39.988665,83.2765656,3202.25,1,9.06,24.75,102.201233,515.0,31.125,35.220001,25.620001,53046.31315,59.152203,20.685827081766956,168.4898019,2767.948229,727.3818276,3505.897156
162.9,39.988665,84.0107336,3202.25,1,9.06,24.75,102.201233,515.0,31.125,35.220001,25.620001,46925.81018,43.9405262,20.86819377985959,175.3891539,2758.365594,558.3344022,3516.793717
163.0,39.988665,122.0741058,2904.85,1,6.452,24.75,70.5955778,371.0,2.625,32.1479994,22.676001,37395.2834,33.6216936,27.506929383450984,121.1486654,1829.282215,469.1532652,3628.352162
163.1,39.988665,30.2408112,2830.5,1,5.8,24.75,62.694164,335.0,18.0,30.2759998,21.5080002,32312.39249,31.5974532,6.639745686837836,106.1348055,1620.633008,410.9852586,3646.115763
163.2,39.988665,4.946686,2830.5,1,5.8,24.75,62.694164,335.0,23.625,30.0,21.4,31561.57779,31.547553,1.0861063486498372,108.117591,1612.235534,360.3184952,4030.155365
163.3,39.988665,21.5652396,2436.1,2,6.616,24.75,72.46072,347.0,23.625,30.0,21.4,29127.70713,36.6426242,4.075156098253639,109.0845814,1517.587886,314.175987,4307.67657
163.4,39.988665,66.502302,2337.5,2,6.82,24.75,74.902359,350.0,23.625,30.0,21.4,27953.42339,68.069236,12.058218462244392,103.1306283,1495.365067,286.9251368,4497.677078
163.5,39.988665,79.8966056,2337.5,2,6.82,24.75,74.902359,350.0,3.225,22.7520008,17.336,31739.48535,135.5638366,14.486877833440696,109.3256531,1493.15772,366.4005122,4624.383463
163.6,39.6697778,80.817752,2337.5,2,6.82,24.75,74.902359,350.0,-1.875,20.940001,16.32,41052.07835,212.4186652,14.65390039044797,111.3861389,1493.458526,549.9017946,4686.028786
163.7,39.590056,80.1554896,2337.5,2,6.82,24.75,74.902359,350.0,-1.875,20.940001,16.32,51475.34811,237.5604852,14.533818762318308,112.4694636,1498.012002,759.3682872,4716.822863
163.8,39.590056,81.04074,2331.9,2,21.8520008,24.75,245.0540558,876.4,-1.875,20.940001,16.32,60209.3128,262.93342,14.659129110342665,372.8325025,4876.366423,980.4606322,4728.149834
163.9,39.590056,81.305342,2330.5,2,25.610001,24.75,287.59198,1008.0,-1.875,20.940001,16.32,66702.28432,270.226726,14.698162268478013,445.180972,5755.072074,1152.799638,4721.182209
164.0,39.590056,73.1104116,2330.5,2,25.610001,24.75,287.59198,1008.0,-1.875,20.940001,16.32,68201.81402,213.138278,13.216704668827509,453.945364,5752.57189,1278.818613,4354.107984
164.1,39.590056,45.3082294,2330.5,2,25.610001,24.75,287.59198,1008.0,-1.875,20.940001,16.32,65124.01714,155.9257384,8.190700530090956,454.9856068,5747.262464,1289.015522,4475.916351
